experiment_name	model	num_pops	fst	wdiff	wvar	correlation	generations	replicate_number	S_value_Driftsel	S_value_Driftsel_Neutral	p_value_QSTFST	p_value_QSTFST_Neutral	p_value_MONET	log_ratio_MONET	p_value_MONET_Neutral	log_ratio_MONET_Neutral
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	102	0.970878109941606	0.199869877765531	0.004	0.048	0.0	2.22561588528414	0.10775	-2.23319819349476
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	104	0.932185036051339	0.486608658212167	0.005	0.716	0.002	1.74078024001128	0.6225	0.412907407101385
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	103	0.857076934444265	0.397926590478889	0.015	0.649	0.06125	1.12713300010847	0.8715	-0.136015890375669
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	120	0.920079039393542	0.554404352203093	0.003	0.502	0.00475	1.60483459543379	0.43825	0.572243136637946
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	132	0.962628912102292	0.315477994756481	0.005	0.283	0.0	2.3410945477286	0.49025	-0.631848322264332
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	167	0.939363634465315	0.472937982928969	0.002	0.581	0.00075	1.84359828797276	0.9795	-0.394623571599515
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	117	0.872776319102447	0.534107976584482	0.009	0.689	0.01825	1.40343656821596	0.90075	0.100860375622065
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	116	0.871991093866045	0.277859665438563	0.009	0.115	0.05875	1.08630538674569	0.3085	-1.30047183742114
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	105	0.938062808363146	0.517509873288897	0.002	0.818	0.00125	1.84681382725597	0.95125	0.0061311338277618
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	176	0.985554575712686	0.422554468886974	0.01	0.418	0.0	2.72797341064103	0.808	-0.412062242848015
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	170	0.95469507065098	0.748495117489455	0.001	0.053	0.00175	1.80469777415559	0.1155	1.09003865058516
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	111	0.862141999636283	0.684025603143254	0.015	0.197	0.00725	1.54182083605793	0.13525	1.01172814224905
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	100	0.941120854682518	0.431603204576461	0.003	0.978	0.00475	1.75614231309692	0.868	0.123993823420812
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	110	0.924022123204085	0.435184555109402	0.004	0.938	0.00175	1.66461401055568	0.9625	0.0461272132641648
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	119	0.927732663155018	0.328405882061263	0.009	0.303	0.0015	1.98936890699071	0.368	-0.88350641421991
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	1	0.93221709438099	0.402307279031277	0.002	0.7	0.0005	1.99593007004358	0.78225	0.206566653857969
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	10	0.935313906541231	0.649669406905158	0.001	0.49	0.002	1.76455514527431	0.11875	1.20032440426764
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	113	0.836408630043945	0.302846237571284	0.023	0.177	0.03075	1.25933011058472	0.3065	-1.43741622703419
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	106	0.978949045169206	0.546083844558342	0.0	0.494	0.00025	2.39954848956581	0.691	0.300103795684472
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	109	0.973185788315246	0.144647683995538	0.0	0.043	0.0	2.0713785889209	0.0485	-2.66319599879137
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	126	0.861270089685631	0.47816358404859	0.009	0.821	0.03325	1.26834669952551	0.713	0.278665572577634
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	12	0.955737126669134	0.260970281367784	0.0	0.069	0.00225	1.72211270192231	0.32275	-2.55199645871954
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	112	0.964223614405342	0.365313738504439	0.001	0.299	0.0	2.13888446217739	0.712	-0.72674114771831
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	115	0.931257378577066	0.555277989729932	0.003	0.775	0.0015	1.73730384165175	0.559	0.418482709328161
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	121	0.924648865777191	0.726979223287569	0.002	0.283	0.00125	1.78449571987357	0.21025	0.861842671602615
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	114	0.967460663358305	0.550343344632742	0.003	0.93	0.00025	2.15856321792201	0.4525	0.547625800414788
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	123	0.930172175810711	0.462592718395013	0.004	0.794	0.00575	1.61392729688548	0.9515	-0.0533863276495621
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	101	0.967726294968893	0.544816444690875	0.009	0.973	0.0	2.70999827200335	0.8025	0.170199862771383
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	107	0.863460442794167	0.381586445823601	0.012	0.339	0.023	1.2191395393535	0.873	-0.257707578581111
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	11	0.868697987087966	0.578111437934389	0.008	0.64	0.0095	1.5000030795989	0.202	0.933169533212647
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	108	0.950484300478429	0.358352647819657	0.002	0.182	0.0015	1.80258460133065	0.338	-1.7183020237811
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	133	0.867727856728974	0.390394125845899	0.018	0.356	0.02025	1.37892174692014	0.8765	-0.165970073674511
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	13	0.945730286762789	0.534230286767335	0.0	0.623	0.0015	1.71486806781378	0.6695	0.306038919118458
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	129	0.935886326512015	0.254558457462772	0.003	0.075	0.00075	1.89875425554536	0.05925	-3.27348578371129
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	130	0.943954701967025	0.513449242185406	0.002	0.678	0.002	1.66120979193637	0.69125	0.272713066652916
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	127	0.922880242846797	0.596355599431843	0.003	0.928	0.006	1.55926617442573	0.32125	0.775393856378722
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	122	0.925553599846459	0.412401259648497	0.007	0.682	0.0	1.9346712082123	0.647	-0.426483693506887
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	14	0.958977190392052	0.328271462290368	0.002	0.324	0.00025	2.07949281161495	0.4175	-0.815301666158401
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	118	0.942563481401128	0.572166522271163	0.001	0.975	0.00125	1.69183580048458	0.836	0.114996563742305
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	124	0.913911491806603	0.307950646862362	0.005	0.303	0.0025	1.64081880075938	0.47525	-0.557866337445174
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	134	0.948664014660885	0.253510479077687	0.003	0.084	0.00075	1.91327917546256	0.1285	-2.2401868800375
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	131	0.95930032899246	0.597349054257432	0.004	0.34	0.00025	2.26213786726497	0.52475	0.454279635531415
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	136	0.91072561271679	0.436096242616956	0.004	0.402	0.003	1.58025659967341	0.94075	0.0288296845528791
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	137	0.957542803512872	0.677093952258636	0.002	0.406	0.00025	1.89958051428079	0.29275	0.737530527336554
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	139	0.90398547415281	0.645362044292763	0.001	0.464	0.01525	1.33320320954665	0.3195	0.732177532108562
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	138	0.907489211493237	0.608576019470786	0.006	0.526	0.012	1.54673708347998	0.39825	0.601807224230016
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	125	0.927804212826329	0.546139679692843	0.004	0.767	0.00225	1.7571572275939	0.32975	0.70860955314886
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	158	0.853812652908937	0.495753894282223	0.016	0.947	0.01825	1.28708468275304	0.5995	0.400748197943877
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	154	0.959605734782361	0.308363523436615	0.001	0.183	0.0	2.38549973616466	0.22025	-1.60091128151657
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	140	0.974964146152154	0.153604893139944	0.001	0.038	0.0	2.35149302325337	0.0975	-2.40432962391758
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	162	0.910990974311439	0.617020490260296	0.003	0.792	0.002	1.79022706439321	0.1645	1.08923910821731
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	143	0.825349496470366	0.241810966952381	0.026	0.062	0.027	1.22964791332834	0.0765	-2.97572088936202
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	128	0.923596714365504	0.531930357008088	0.004	0.887	0.002	1.8677472907943	0.79975	0.19618987071971
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	141	0.970346901577916	0.305308564368151	0.005	0.245	0.00025	2.28823105922136	0.32825	-1.12281743309074
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	135	0.917216596701387	0.563043731987443	0.006	0.771	0.0035	1.63133101691884	0.35825	0.633311002003423
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	151	0.925873962739942	0.60964841467589	0.003	0.48	0.005	1.60056879097686	0.45475	0.596735147379395
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	149	0.919372414313985	0.297859253366445	0.001	0.231	0.002	1.7607291007422	0.23075	-1.39945795144529
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	182	0.946393815123758	0.30767994365963	0.0	0.143	0.0015	1.78415050568703	0.2395	-1.91410591357646
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	17	0.946625711640761	0.550192715271012	0.001	0.852	0.0015	1.7619552592497	0.69225	0.266754355713331
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	177	0.938109101411406	0.76675421543161	0.002	0.185	0.00475	1.65980314695366	0.12275	1.04848143930614
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	15	0.911173294410076	0.428408227139578	0.009	0.91	0.00675	1.58846355401758	0.813	-0.174667571729283
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	145	0.909718489400289	0.564639977801744	0.0	0.76	0.00325	1.67123960629028	0.53175	0.502840957598277
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	148	0.932073666909577	0.399180416325706	0.002	0.514	0.0055	1.67050346721114	0.89875	0.0828350223063266
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	166	0.971369871910602	0.644890518701252	0.002	0.247	0.001	2.25856968271761	0.2355	0.810719957774939
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	180	0.961779758984794	0.559875609025828	0.0	0.511	0.00025	2.20985734264243	0.5705	0.419210605696652
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	179	0.949612986317767	0.803194618539768	0.002	0.081	0.0	2.25387835913576	0.00375	1.9277685475677
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	161	0.831276660182292	0.391137627669579	0.044	0.643	0.03125	1.29490460827981	0.8405	-0.165878881466379
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	169	0.971799622631566	0.503678190198235	0.0	0.859	0.0	2.18160988063732	0.62975	0.355132046588015
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	16	0.931387344245735	0.352078540072059	0.01	0.463	0.0015	1.99308288323921	0.92375	-0.0553737317882019
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	155	0.951570666955989	0.669483091231067	0.006	0.39	0.0005	2.17694562386357	0.14125	0.943109323134193
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	147	0.93103723230026	0.472957150316275	0.0	0.987	0.00125	1.66611759233192	0.9305	0.0715374996392216
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	18	0.925813719094187	0.461207825160846	0.003	0.671	0.0045	1.78114724731357	0.93925	0.0061422846277422
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	164	0.911443726719959	0.759118238480004	0.007	0.112	0.007	1.52634556544087	0.04775	1.41159518975006
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	185	0.984592818208759	0.306522455339182	0.013	0.127	0.0	2.52003278143575	0.16875	-2.49313168173926
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	171	0.931084411015993	0.602957023637015	0.005	0.93	0.0045	1.76442858378163	0.7895	0.202847945930324
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	160	0.9390174395429	0.777812503204885	0.002	0.019	0.00175	1.74516108975133	0.1625	0.920559325914866
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	142	0.92655928484635	0.20337474858018	0.003	0.04	0.0025	1.76439716923693	0.09425	-3.29422744684944
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	157	0.976933828333656	0.67662591705089	0.0	0.282	0.0	2.28511248140168	0.333	0.676099812901527
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	189	0.984320369654744	0.722646948019427	0.002	0.2	0.0	2.25281679138975	0.0675	1.27201668295679
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	146	0.920411997993515	0.639340789941556	0.003	0.317	0.01925	1.35743097176217	0.40225	0.580710409007464
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	153	0.974552929462651	0.556396027280841	0.01	0.785	0.0	2.56139785588087	0.34775	0.757932653274381
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	168	0.890479149816509	0.343664454098429	0.003	0.186	0.01	1.47949744963021	0.245	-2.06665519145918
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	156	0.862122293849381	0.482113873874685	0.012	0.576	0.02	1.31946602348286	0.58525	0.387215766024457
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	183	0.87460344164441	0.716787872908022	0.007	0.144	0.005	1.51049152308405	0.1475	1.01912232410569
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	152	0.938788867773116	0.479432484666247	0.003	0.783	0.003	1.61445587631593	0.82625	0.12613799129729
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	175	0.97327845373623	0.242907541843005	0.002	0.062	0.0	2.18213990624231	0.0805	-2.84413437984149
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	188	0.956461524447036	0.73305035551056	0.001	0.316	0.00025	2.0163552191996	0.08175	1.22106947211157
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	165	0.93068027148874	0.53437388836349	0.003	0.919	0.00075	1.76974051043344	0.6665	0.331811636704406
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	159	0.909786754428894	0.255475185815615	0.004	0.069	0.01125	1.39408048188843	0.07025	-2.79078982257556
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	150	0.94805782456607	0.252554303070352	0.001	0.137	0.007	1.60843241989847	0.485	-0.908153667945597
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	187	0.963924243939425	0.472832520466445	0.002	0.553	0.0005	2.13728535976215	0.8995	0.0136171666791624
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	144	0.909570446858078	0.36050055397011	0.005	0.539	0.0085	1.45434906050328	0.92925	-0.0729600024773174
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	174	0.943248676744971	0.427167778857312	0.004	0.482	0.00225	1.82783375144948	0.711	-0.711719181124843
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	178	0.852515523562846	0.919965982863116	0.014	0.019	0.02325	1.29666236640098	0.00075	2.17624348312046
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	173	0.935144560969744	0.579653271902479	0.001	0.474	0.0015	1.73199868099415	0.5	0.480955619619119
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	186	0.866339478586705	0.407704079510547	0.007	0.706	0.01	1.60301130912433	0.83875	0.155460765066558
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	163	0.941691622947242	0.339300515191392	0.004	0.283	0.0	1.91999972869098	0.5855	-0.812717587240627
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	172	0.861600896755275	0.735760806821288	0.025	0.377	0.028	1.31203970576151	0.01425	1.74029490078297
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	181	0.907984365390366	0.331942772113647	0.005	0.241	0.00275	1.76381992407267	0.47975	-1.06837682283764
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	184	0.927355407837623	0.282894626191325	0.011	0.104	0.0015	1.94334083537773	0.10925	-2.5682351039231
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	217	0.906397570808792	0.562964565022337	0.002	0.653	0.00675	1.59114158780713	0.4155	0.602853075502758
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	200	0.952411303427513	0.237164550381477	0.012	0.227	0.00075	1.94321421354533	0.21175	-1.22983115213378
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	214	0.978507854241841	0.665135430566467	0.002	0.681	0.0	2.31940314407648	0.0785	1.3081230962441
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	253	0.932242025791686	0.622888797638884	0.005	0.613	0.0005	1.83825933489784	0.047	1.36670594145866
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	248	0.900515065791011	0.584062920835528	0.013	0.403	0.02675	1.30600238757323	0.559	0.446627191641029
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	215	0.899159440921693	0.263399840118805	0.007	0.172	0.0125	1.39504390940331	0.197	-1.66552418720572
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	216	0.929750844716135	0.675751277133137	0.005	0.475	0.00075	1.83641087846474	0.336	0.738737559406794
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	19	0.903858187058532	0.526588783522761	0.02	0.64	0.01425	1.40666532316721	0.3165	0.748209925057366
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	193	0.781962183534485	0.366909327789153	0.029	0.144	0.107	0.946577359557553	0.204	-2.74759769412968
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	20	0.951344632448639	0.714338539183231	0.002	0.277	0.003	1.58519145470894	0.114	1.19977757025358
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	199	0.986504103590649	0.436841470754903	0.0	0.615	0.0	2.25997463052436	0.83075	-0.251239369464974
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	209	0.907101301046235	0.760359431525906	0.003	0.098	0.04525	1.2027177282522	0.25425	0.708595926591471
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	198	0.89591267988398	0.40140056055386	0.004	0.353	0.026	1.28415049345879	0.4045	-1.18361714376166
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	21	0.919353589843489	0.600967730025654	0.004	0.349	0.00425	1.56712010469022	0.442	0.576263415520164
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	195	0.930515831929417	0.438991433611262	0.0	0.427	0.00175	1.81900270054556	0.811	-0.483360688631903
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	204	0.954685599052587	0.385339796437556	0.012	0.562	0.001	2.04893677323342	0.47125	-0.689343491396289
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	236	0.894998303576937	0.623326097806757	0.006	0.615	0.00525	1.52933252563561	0.69625	0.275477606788083
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	191	0.950715347830701	0.539142920237623	0.005	0.879	0.0	1.92635264779811	0.50675	0.511212244119067
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	196	0.819672297020614	0.524107469918853	0.028	0.929	0.065	1.10941108103289	0.73575	0.259722334126171
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	197	0.860402975618115	0.53120240044974	0.012	0.74	0.01525	1.35197339334925	0.975	-0.0417018996679323
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	208	0.960920268943857	0.382331256954242	0.002	0.414	0.0	2.20142616432672	0.5695	-0.592708125630399
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	210	0.950884638897717	0.534729835405834	0.002	0.733	0.00075	1.74967195895163	0.70775	0.294052735851607
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	192	0.945807916387344	0.508572291611256	0.001	0.855	0.00175	1.76732985949143	0.90725	0.0964213868046894
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	2	0.939015951559726	0.753275086359393	0.001	0.114	0.00125	1.80243927253115	0.147	1.07491466055497
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	207	0.891658334289963	0.372884370172992	0.004	0.489	0.01225	1.41014778838847	0.50975	-0.627087081755671
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	203	0.957126548381394	0.257583977550652	0.001	0.083	0.0	1.87107046925636	0.13875	-2.42010765840069
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	206	0.79569704107483	0.524021865762262	0.04	0.964	0.048	1.12782737807383	0.579	0.477666405576571
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	190	0.940422039062244	0.667273280769291	0.001	0.6	0.00175	1.80451457163686	0.09575	1.11821851823107
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	202	0.961344078623432	0.454906215460583	0.001	0.517	0.00025	2.00280306126328	0.7535	-0.881406581946432
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	201	0.885348586063689	0.49088473690374	0.013	0.82	0.006	1.59296118527682	0.75525	0.251128978809585
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	205	0.950440432277949	0.413585569999969	0.006	0.701	0.0	2.25063580840362	0.99175	0.0058757113819725
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	224	0.852573281082959	0.305466691784327	0.018	0.107	0.0105	1.44331566086976	0.22025	-2.13660782627606
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	255	0.882642195836571	0.686130328848252	0.013	0.219	0.007	1.48057121150146	0.254	0.837898314200916
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	227	0.974544491426166	0.562168845343474	0.003	0.805	0.0	2.3382195208176	0.62325	0.403532151878492
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	194	0.975739360040179	0.372929848388254	0.0	0.388	0.00025	2.02356318911116	0.4835	-0.899618629466953
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	211	0.951783839436915	0.30487095070273	0.003	0.163	0.0015	1.89106129372171	0.30125	-1.55087842486201
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	249	0.935035676876997	0.788018898991002	0.002	0.021	0.0005	1.8204628609595	0.0955	1.03973500604197
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	265	0.928176847869695	0.637166415606559	0.02	0.4	0.00025	2.33464723239991	0.5875	0.407815608578439
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	251	0.850702789157706	0.662843847951634	0.012	0.172	0.01	1.4552721527124	0.1855	0.852610600118149
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	263	0.819167933598899	0.397418248292579	0.024	0.791	0.07075	1.05872777278642	0.76425	-0.259556650984299
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	212	0.859975146702563	0.517878539209163	0.011	0.93	0.0295	1.25628923716131	0.667	0.31377355611274
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	228	0.917768095583159	0.489771560749348	0.002	0.803	0.00375	1.63857991241478	0.76075	0.213490597160648
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	22	0.947153644071515	0.520831878471371	0.001	0.625	0.00375	1.66213621914314	0.455	0.564146247724336
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	225	0.818861766873571	0.655310103465507	0.044	0.075	0.04025	1.17432738768534	0.503	0.450591860388052
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	229	0.815256423984831	0.629495128662915	0.026	0.551	0.05725	1.11324704687833	0.3605	0.646391444736808
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	222	0.681599801348117	0.499408908445536	0.094	0.759	0.32375	0.629868965340945	0.64025	0.361720944760423
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	247	0.848655347108954	0.35830333988716	0.014	0.56	0.014	1.4843673323473	0.832	-0.169922622661327
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	250	0.853569625103689	0.413982319631724	0.018	0.5	0.01225	1.43041884643735	0.9515	-0.114051104642484
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	223	0.940360811033846	0.40773588399939	0.002	0.466	0.00275	1.62967046885738	0.839	-0.364791192683649
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	218	0.98395596355387	0.280225680589833	0.002	0.199	0.0	2.2450837820406	0.28325	-1.45061405499549
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	233	0.938509923640745	0.404422108111332	0.003	0.581	0.0085	1.51735074168529	0.74575	-0.296804431466798
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	219	0.985971957110199	0.224596810960472	0.003	0.088	0.0	2.52186962257704	0.12075	-2.13503728181027
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	232	0.769717169093948	0.435961403296445	0.049	0.645	0.1235	0.960530624302678	0.816	-0.281826450629643
quantinemo_hierarchical_18pop	hierarchical	18	NA	10	10	grouped	1350	226	0.993316968558935	0.921618940972637	0.006	0.007	0.0	2.99170807658171	0.005	1.72515373529632
